instrumentId,valuationBidPrice,timeStamp,valuationAskPrice,lastMarketClosePrice,bid-price,bid-quantity,bid-price,bid-quantity,bid-price,bid-quantity,bid-price,bid-quantity,ask-price,ask-quantity,ask-price,ask-quantity,ask-price,ask-quantity,ask-price,ask-quantity,ask-price,ask-quantity,lastTradedPrice,dailyHighestTradedPrice,dailyLowestTradedPrice,marketClosePriceTimeStamp,timereceived,instruname,obeventrow
100723,84.19,1352467533707,84.27,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.27,100,84.29,100,84.32,100,84.37,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467533856,CLZ2,142
100723,84.18,1352467534961,84.26,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467535189,CLZ2,145
100723,84.18,1352467535181,84.27,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.27,100,84.29,100,84.32,100,84.37,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467535232,CLZ2,146
100723,84.19,1352467535478,84.27,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.27,100,84.29,100,84.32,100,84.37,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467535529,CLZ2,147
100723,84.18,1352467536807,84.26,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467536886,CLZ2,152
100723,84.2,1352467537007,84.24,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.24,100,84.26,100,84.29,100,84.34,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467537028,CLZ2,153
100723,84.21,1352467538427,84.26,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467538501,CLZ2,155
100723,84.2,1352467544794,84.25,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.25,100,84.27,100,84.3,100,84.35,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467544916,CLZ2,171
100723,84.21,1352467546428,84.26,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467546430,CLZ2,174
100723,84.2,1352467546481,84.25,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.25,100,84.27,100,84.3,100,84.35,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467546538,CLZ2,175
100723,84.21,1352467547536,84.26,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467547783,CLZ2,179
100723,84.2,1352467548516,84.25,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.25,100,84.27,100,84.3,100,84.35,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467548527,CLZ2,180
100723,84.21,1352467549889,84.26,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467550036,CLZ2,184
100723,84.22,1352467550767,84.26,84.99,84.22,100,84.21,100,84.17,100,84.12,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467550916,CLZ2,192
100723,84.23,1352467552726,84.27,84.99,84.23,100,84.22,100,84.18,100,84.13,200,84.27,100,84.29,100,84.32,100,84.37,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467552728,CLZ2,196
100723,84.24,1352467554784,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467554830,CLZ2,197
100723,84.22,1352467557929,84.26,84.99,84.22,100,84.21,100,84.17,100,84.12,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467557928,CLZ2,210
100723,84.21,1352467568298,84.25,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.25,100,84.27,100,84.3,100,84.35,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467568470,CLZ2,248
100723,84.22,1352467576643,84.26,84.99,84.22,100,84.21,100,84.17,100,84.12,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467576788,CLZ2,258
100723,84.21,1352467589076,84.25,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.25,100,84.27,100,84.3,100,84.35,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467589132,CLZ2,292
100723,84.2,1352467600470,84.24,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.24,100,84.26,100,84.29,100,84.34,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467600529,CLZ2,309
100723,84.19,1352467602351,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467602488,CLZ2,321
100723,84.17,1352467604251,84.21,84.99,84.17,100,84.16,100,84.12,100,84.07,200,84.21,100,84.23,100,84.26,100,84.31,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467604328,CLZ2,337
100723,84.18,1352467608810,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467608890,CLZ2,361
100723,84.19,1352467609284,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467609328,CLZ2,363
100723,84.2,1352467609835,84.24,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.24,100,84.26,100,84.29,100,84.34,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467610042,CLZ2,365
100723,84.19,1352467613769,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467613889,CLZ2,376
100723,84.18,1352467616623,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467616628,CLZ2,397
100723,84.19,1352467619546,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467619688,CLZ2,403
100723,84.2,1352467620235,84.24,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.24,100,84.26,100,84.29,100,84.34,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467620404,CLZ2,411
100723,84.19,1352467621871,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467621989,CLZ2,418
100723,84.18,1352467622351,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467622489,CLZ2,423
100723,84.19,1352467628434,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467628491,CLZ2,436
100723,84.18,1352467631375,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467631488,CLZ2,455
100723,84.17,1352467633120,84.21,84.99,84.17,100,84.16,100,84.12,100,84.07,200,84.21,100,84.23,100,84.26,100,84.31,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467633137,CLZ2,461
100723,84.18,1352467647920,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467647927,CLZ2,504
100723,84.19,1352467648601,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467648628,CLZ2,505
100723,84.18,1352467653161,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467653289,CLZ2,514
100723,84.19,1352467654536,84.22,84.99,84.19,100,84.18,100,84.14,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467654689,CLZ2,515
100723,84.19,1352467654539,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467654689,CLZ2,516
100723,84.2,1352467663997,84.25,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.25,100,84.27,100,84.3,100,84.35,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467664089,CLZ2,563
100723,84.19,1352467667087,84.23,84.99,84.19,100,84.18,100,84.14,100,84.09,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467667188,CLZ2,584
100723,84.18,1352467675125,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467675128,CLZ2,593
100723,84.17,1352467675178,84.21,84.99,84.17,100,84.16,100,84.12,100,84.07,200,84.21,100,84.23,100,84.26,100,84.31,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467675329,CLZ2,595
100723,84.18,1352467677951,84.22,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.22,100,84.24,100,84.27,100,84.32,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467678087,CLZ2,610
100723,84.17,1352467683171,84.21,84.99,84.17,100,84.16,100,84.12,100,84.07,200,84.21,100,84.23,100,84.26,100,84.31,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467683288,CLZ2,622
100723,84.18,1352467716385,84.23,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.23,100,84.25,100,84.28,100,84.33,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467716491,CLZ2,715
100723,84.18,1352467716456,84.26,84.99,84.18,100,84.17,100,84.13,100,84.08,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467716588,CLZ2,717
100723,84.2,1352467719536,84.24,84.99,84.2,100,84.19,100,84.15,100,84.1,200,84.24,100,84.26,100,84.29,100,84.34,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467719716,CLZ2,735
100723,84.21,1352467720372,84.25,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.25,100,84.27,100,84.3,100,84.35,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467720436,CLZ2,739
100723,84.22,1352467731233,84.26,84.99,84.22,100,84.21,100,84.17,100,84.12,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467731490,CLZ2,752
100723,84.23,1352467733313,84.28,84.99,84.23,100,84.22,100,84.18,100,84.13,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467733436,CLZ2,758
100723,84.24,1352467733539,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467733630,CLZ2,760
100723,84.21,1352467733888,84.29,84.99,84.21,100,84.2,100,84.16,100,84.11,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467734029,CLZ2,764
100723,84.23,1352467736969,84.27,84.99,84.23,100,84.22,100,84.18,100,84.13,200,84.27,100,84.29,100,84.32,100,84.37,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467737027,CLZ2,782
100723,84.24,1352467737596,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467737643,CLZ2,784
100723,84.25,1352467744322,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467744393,CLZ2,790
100723,84.26,1352467744446,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467744587,CLZ2,793
100723,84.25,1352467750567,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467750687,CLZ2,816
100723,84.24,1352467752612,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467752638,CLZ2,824
100723,84.23,1352467752825,84.27,84.99,84.23,100,84.22,100,84.18,100,84.13,200,84.27,100,84.29,100,84.32,100,84.37,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467752828,CLZ2,825
100723,84.22,1352467764649,84.26,84.99,84.22,100,84.21,100,84.17,100,84.12,200,84.26,100,84.28,100,84.31,100,84.36,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467764772,CLZ2,841
100723,84.23,1352467769669,84.27,84.99,84.23,100,84.22,100,84.18,100,84.13,200,84.27,100,84.29,100,84.32,100,84.37,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467769788,CLZ2,849
100723,84.24,1352467777242,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467777328,CLZ2,869
100723,84.25,1352467778026,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467778090,CLZ2,873
100723,84.26,1352467778684,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467778801,CLZ2,877
100723,84.25,1352467783189,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467783290,CLZ2,900
100723,84.24,1352467783386,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467783445,CLZ2,902
100723,84.22,1352467783705,84.3,84.99,84.22,100,84.21,100,84.17,100,84.12,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467783817,CLZ2,903
100723,84.23,1352467784229,84.3,84.99,84.23,100,84.22,100,84.18,100,84.12,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467784228,CLZ2,905
100723,84.23,1352467784231,84.3,84.99,84.23,100,84.22,100,84.18,100,84.13,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467784330,CLZ2,906
100723,84.24,1352467786953,84.29,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467787038,CLZ2,912
100723,84.25,1352467788729,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467788791,CLZ2,922
100723,84.26,1352467789608,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467789688,CLZ2,929
100723,84.27,1352467790217,84.31,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467790371,CLZ2,931
100723,84.26,1352467795293,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467795395,CLZ2,951
100723,84.25,1352467796483,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467796531,CLZ2,958
100723,84.24,1352467796596,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467796629,CLZ2,960
100723,84.25,1352467798270,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467798389,CLZ2,975
100723,84.26,1352467802262,84.31,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467802386,CLZ2,1001
100723,84.27,1352467802373,84.31,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467802489,CLZ2,1003
100723,84.26,1352467806284,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467806388,CLZ2,1012
100723,84.25,1352467806343,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467806486,CLZ2,1014
100723,84.26,1352467811044,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467811189,CLZ2,1028
100723,84.25,1352467814235,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467814437,CLZ2,1041
100723,84.26,1352467816717,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467816787,CLZ2,1055
100723,84.27,1352467816830,84.31,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467816889,CLZ2,1057
100723,84.26,1352467820245,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467820327,CLZ2,1073
100723,84.27,1352467824526,84.31,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467824592,CLZ2,1102
100723,84.26,1352467824670,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467824788,CLZ2,1105
100723,84.25,1352467825130,84.29,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.29,100,84.31,100,84.34,100,84.39,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467825187,CLZ2,1110
100723,84.24,1352467825898,84.28,84.99,84.24,100,84.23,100,84.19,100,84.14,200,84.28,100,84.3,100,84.33,100,84.38,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467825987,CLZ2,1117
100723,84.27,1352467826420,84.34,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.34,100,84.36,100,84.39,100,84.44,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467826488,CLZ2,1123
100723,84.26,1352467826565,84.34,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.34,100,84.36,100,84.39,100,84.44,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467826688,CLZ2,1126
100723,84.26,1352467826920,84.33,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.33,100,84.35,100,84.38,100,84.43,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467826928,CLZ2,1128
100723,84.25,1352467827506,84.33,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.33,100,84.35,100,84.38,100,84.43,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467827528,CLZ2,1134
100723,84.27,1352467830350,84.31,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467830437,CLZ2,1157
100723,84.28,1352467840125,84.32,84.99,84.28,100,84.27,100,84.23,100,84.18,200,84.32,100,84.34,100,84.37,100,84.42,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467840188,CLZ2,1223
100723,84.27,1352467845223,84.31,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467845287,CLZ2,1264
100723,84.26,1352467847247,84.3,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.3,100,84.32,100,84.35,100,84.4,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467847386,CLZ2,1285
100723,84.25,1352467847770,84.33,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.33,100,84.35,100,84.38,100,84.43,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467847887,CLZ2,1290
100723,84.26,1352467851036,84.31,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.31,100,84.33,100,84.36,100,84.41,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467851190,CLZ2,1315
100723,84.25,1352467852678,84.33,84.99,84.25,100,84.24,100,84.2,100,84.15,200,84.33,100,84.35,100,84.38,100,84.43,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467852790,CLZ2,1327
100723,84.27,1352467852814,84.34,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.34,100,84.36,100,84.39,100,84.44,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467852890,CLZ2,1329
100723,84.27,1352467853146,84.35,84.99,84.27,100,84.26,100,84.22,100,84.17,200,84.35,100,84.37,100,84.4,100,84.45,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467853293,CLZ2,1334
100723,84.26,1352467855873,84.34,84.99,84.26,100,84.25,100,84.21,100,84.16,200,84.34,100,84.36,100,84.39,100,84.44,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467855989,CLZ2,1362
100723,84.28,1352467856082,84.32,84.99,84.28,100,84.27,100,84.23,100,84.18,200,84.32,100,84.34,100,84.37,100,84.42,200,85.82,1,84.2,85.52,84.2,1352408400000,1352467856190,CLZ2,1365
